,name,price,sku
1018,Kolbenschmidt Cam Bearings 111-198-541KS,18.99,111-198-541KS
1019,Empi High Strength Solid Rocker Shafts 21-2309-0,61.99,21-2309-0
1020,MST Unvented Oil pump Cover Plate,24.99,MSTCover
1021,MST Full Flow Oil Pump Cover Plate,29.99,MSTfullflow
1022,Driverpak Type 1 Engine Kit - With Big Valve Performance Heads - 92mm Pistons & Cylinders - 1921,661.00,1921
1023,Driverpak Type 1 Engine Kit - With Big Valve Performance Heads - 90.5mm Pistons & Cylinders - 1901,661.00,1901
1024,Empi High Capacity Oil Sump  00-9142-0,76.44,00-9142-0
1025,Engine Gasket Set for 1200cc 40 Horse Engines. 1961-1965   111-198-105,18.25,111-198-105
1026,Stock Pushrod Tubes for 1200cc Engines(40 Horse)  113-109-335,15.99,113-109-335
1027,"Windage Push Rod Tube, Zinc Coated. 311-109-335WGZC",2.99,311-109-335WGZC
1028,Big Mouth Pushrod Tube. 040-109-335-1,2.99,040-109-335-1
1029,Oil Pump Cover (8mm)  00-9148-7,4.49,00-9148-7
1030,MST Renegade V-Belt Pulley System with Sand Seal,179.99,MSTVbeltsandseal
1031,MST Renegade V-Belt Pulley System,145.99,MSTvbeltrenegade
1032,MST Solid V-Belt Pulley System,135.99,MSTVBeltkit
1033,Single Port 8mm Chromoly Case Stud Kit - 00-4005-0,44.99,00-4005-0
1034,Engine Air Deflector Plate for 10mm Head Studs - Between Cylinders and Pushrod Tubes,3.49,311119317
1035,Engine Air Deflector Plate for 8mm Head Studs - Between Cylinders and Pushrod Tubes,3.49,043119317b
1036,Distributor Drive Pinion Shim - 111-105-235A,0.49,111-105-235A
1037,Standard Intake Valve Guide - Set Of 4 - B4-0560-0,41.49,B4-0560-0
1038,Standard Exhaust Valve Guide - Set Of 4 - B4-0570-0,41.49,B4-0570-0
1039,Schadek Oil Pump For 1971-Later 4-Rivet Dished Cam 26mm - BA10014,45.49,BA10014
1040,Alternator/Generator Pulley Woodruff Key - N0127051,0.99,N0127051
1041,"Super flo valve cover gaskets, pair",11.40,B400431
1042,"Single Port DriverPak Type 1 Engine Kit - Choose 1600cc - 1641cc  Pistons, Heads, Pushrod Tubes, German Gasket Set",579.99,Driverpak SINGLE PORT 85-87mm
1043,Brass Tee Adapter - For Gauges & Senders - 00-9205-0,14.49,00-9205-0
1044,Kolbenschmidt Main Bearings - .010 Crank - Standard Case - Standard Thrust - 070-198-463,39.99,070198463
1045,Kolbenschmidt Main Bearings - .020 Crank - Standard Case - Standard Thrust - 070-198-465,39.99,070198465
1046,Kolbenschmidt Main Bearings - .030 Crank - Standard Case - Standard Thrust -  070-198-467,39.99,070198467
1047,Kolbenschmidt Main Bearings - .040 Crank - Standard Case - Standard Thrust - 070-198-469,39.99,070198469
1048,Bugpack Black 3 Hole Power Pulley 4508,22.88,4508
1049,Chevy Rod Bearings for Chevy Journal Crankshafts AC105140T,36.99,AC105140T
1050,ENGLE CAMSHAFT FK8.,99.99,EngleFK8
1051,Scat 44mm Stainless Steel Valve Set SCT-25025,47.99,25025
1052,ENGLE CAMSHAFT W100 .420L/276D,90.99,W100
1053,STOCK SIZE BLACK PULLEY SAND SEAL MACHINE-IN - 33-1060-0,74.99,33-1060-0
1054,"OIL THERMOSTAT 3/8"" With HARDWARE",82.49,33-5010-0
1055,Oil Temperature Activated Fan Switch,27.68,33-5721-0
1056,Kadron Pod Style Air Cleaner.    43-4460-0,11.13,43-4460-0
1057,Valve Lash Adjuster Nut - M8 x 1.0mm -   N0111521,0.99,N0111521
1058,Stock Valve Adjustment Screw - M8 x 1.0mm -  	98-0114-B,1.99,98-0114-B
1059,"STOCK DUAL PORT 040 CYLINDER HEAD STAINLESS VALVES, COMPLETE TYPE 1 - 98-1356-EC",187.77,98-1356-B
1060,Drew's 909 Hill Climber Cam,134.99,909-Cam
1061,Kidd Racing dry sump alternator pulley  DRE-4546-DS,84.99,DRE-4546-DS
1062,Pauter roller tip rockers 1.5 ratio - 81-150,619.00,81150
1063,Pauter roller tip rockers 1.4 ratio 81-140,619.00,PAU-81140
1064,Pauter roller tip rockers 1.3 ratio 81-130,619.00,PAU-81130
1065,SCAT Spring Loaded Aluminum Pushrod Tubes - 20175,52.99,20175
1066,VW Type 1 and Type 4 Engine Mounting Nut - 10mm x 1.5 - N110102,0.55,N110102
1067,VW Type 1 and Type 4 Long Engine Mounting Stud - 10mm x 100mm - Pair - B6-5385-0,13.99,B6-5385-0 
1068,Scat 4340 HD Gland Nut & Washer - SCT-60025,26.32,60025
1069,Scat 32mm Stainless Steel Valve Set SCT-25024,54.37,25024
1070,HP ALUMINUM 12V ALTERNATOR GENERATOR PULLEY 33-1041-0,33.99,33-1041-0
1071,VW Type 1 Silicone Rear Main Seal For Type 1.   	113105245FS,4.49,113105245FS
1072,BILLET FUEL PUMP BLOCK-OFF     	31-3011-0,14.15,31-3011-0
1073,ENGLE CAMSHAFT W110 .430L/284D,90.99,W110
1074,ENGLE CAMSHAFT W120 .435L/294D,90.99,W120
1075,ENGLE CAMSHAFT W125 .460L/301D,90.99,W125
1076,ENGLE CAMSHAFT W130 .460L/308D,90.99,W130
1077,ENGLE TURBOCAM 284/276DX.430/.420L - TCS10,119.99,TCS10
1078,ENGLE TURBOCAM 308/294DX.460/.435L - TCS30,119.99,TCS30
1079,85.5 CYL SHIMS .010 SET  21-6010-0,9.90,21-6010-0
1080,85.5 CYL SHIMS .020 SET  21-6020-0,9.90,21-6020-0
1081,85.5 CYL SHIMS .040 SET  21-6040-0,9.90,21-6040-0
1082,85.5 CYL SHIMS .090 SET  21-6090-0,9.90,21-6090-0
1083,"HEAD SPACERS 15/1600CC, .040",6.93,21-7616-0
1084,"EMPI HD OILPUMP,8MM,DISH CAM",47.90,31-2925-0
1085,"EMPI HD OILPUMP,8MM,FLAT CAM",39.95,31-2935-0
1086,EMPI STEEL 8MM OIL PUMP COVER,18.13,31-2940-0
1087,MELLINGS  8MM OIL PUMP 67-70,101.50,31-2955-0
1088,Electric Fuel Pump Mount and Fuel Pump Block Off     	31-3010-0,16.31,31-3010-0
1089,Scat Swivel Feet Adjusters - set of 8 - SCT-20118,23.08,20118
1090,Scat Pro-Street 1.25 Ratio Forged Rocker Arms SCT-20188S,164.92,20188S
1091,Scat Collar & Sand Seal SCT-80172,14.01,80172
1092,EMPI Dual Port 90.5/92mm Big Valve Dual Spring Cylinder Head - 98-1391-B,279.99,98-1391-B
1093,EMPI Dual Port 90.5/92mm Big Valve Single Spring Cylinder Head - 98-1400-B,279.99,98-1400-B
1094,EMPI Dual Port 94mm Big Valve Dual Spring Cylinder Head - 98-1377-B,299.99,98-1377-B
1095,Stock Dual Port 043 Cylinder Head - Type 1 VW - 043-101-355CK,163.57,043101355CK
1096,7 Layer Oil Cooler for VW Bus and Type 4 021 117 021X,71.99,021 117 021B
1097,Connecting Rod Set - Remanned - Stock 1600 - CR311,74.95,CR311 x4
1098,Endplay Shim - .24mm - Type 1 - 113105281A,1.99,113105281A
1099,Endplay Shim - .30mm - Type 1 - 113105283A,1.99,113105283A
1100,Endplay Shim - .32mm - Type 1 - 113105285A,1.99,113105285A
1101,Endplay Shim - .34mm - Type 1 - 113105287A,1.99,113105287A
1102,Endplay Shim - .36mm - Type 1 - 113105289A,1.99,113105289A
1103,26mm Oil Pump for 1971-On VW Type 1 - Dished Cam - 111115107B,29.99,111115107B
1104,30mm Oil Pump for 1971-On VW Type 1 - Dished Cam - 111115107BHD,29.99,111115107BHD
1105,Mann German Oil Filter for VW Remote Oil Filter Adapters and Oil Filter Pumps     	W719/5,8.99,W719/5
1106,"Seal, Push Rod Tube (19.8 x 29 x 6 mm) 113109345A",0.69,113109345A
1107,Pack of 16 Pushrod Tube Seals (19.8 x 29 x 6 mm) 113109345A,11.04,113109345Ax16
1108,"Hex Nut, Cylinder Head (10MM ID & 15 MM O.D.) 021101457",1.25,021-101-457
1109,EMPI Dual Port 94mm Big Valve Dual Spring Cylinder Head - 98-1367-B,279.99,98-1367-B
1110,"EMPI GTV-2 Stage 3 Wedge Port Cylinder Head 44 X 37.5 Valves, 94mm Bore 98-1437-B, PAIR",999.97,98-1437-B
1111,"EMPI GTV-2 Stage 3 Wedge Port Cylinder Head 44 X 37.5 Valves, 90.5/92mm Bore 98-1436-B, PAIR",999.97,98-1436-B
1112,Scat Pro-Comp 1.25 Forged Rocker Arms - SCT-20196,296.92,20196
1113,Scat Pro-Comp 1.4 Forged Rocker Arms - SCT-20195,296.92,20195
1114,"Scat 5-3/4"" Diameter Billet 6061-T6 Power Pulley SCT-80006 (Black)",37.97,80006
1115,Scat Billet Aluminum Degree Crank Pulley - SCT-80346,39.97,80346
1116,Scat Billet Aluminum Degree Crank Pulley w/Sand Seal - SCT-80347,49.97,80347
1117,Scat Billet Aluminum Dry Sump Pulley SCT-80175,34.97,80175
1118,Scat Billet Aluminum Dry Sump Pulley w/Sand Seal SCT-80181,39.97,80181
1119,Valve Cover Gaskets for Type 1 VW (Qty: 2),3.97,113-101-481F (pair)
1120,Valve Cover Gaskets for Type 1 VW (Qty: 10),16.97,113-101-481F-10pack
1121,Valve Cover Gaskets for Type 1 VW (Qty: 50),66.97,113-101-481F-50pack
1122,"Stock Size Generator Belt, 9.5 x 905mm - 00-9928-B",3.90,00-9928-B
1123,Flywheel O-ring seal - 311-105-295A,3.83,311105295A
1124,"Alternator / Generator Shim Kit, 10 Shims - 111-903-131A",5.90,111-903-131A
1125,"SILICONE PUSHROD TUBE SEALS, Set of 16 - 9153-7",12.92,9153-16
1126,"EMPI GTV-2 Stage 2 Wedge Port Cylinder Head 42 X 37.5 Valves, 90.5/92mm Bore 98-1432-B, PAIR",999.97,98-1432-B
1127,"EMPI GTV-2 Stage 2 Wedge Port Cylinder Head 42 X 37.5 Valves, 94mm Bore 98-1433-B, PAIR",999.97,98-1433-B
1128,"EMPI GTV-2 Stage 3 Wedge Port Cylinder Head 42 X 37.5 Valves, 94mm Bore 98-1435-B, PAIR",999.97,98-1435-B
1129,Scat 35mm Stainless Steel Valve Set SCT-25016,47.99,25016
1130,EMPI Generator Stand Breather Kit,109.90,17-2941-0
1131,Oil Pump Assembly with Filter Attachment - For early flat cams,83.99,00-9206-7
1132,Oil Pump Cover Gasket,1.49,00-9207-5
1133,"EMPI High Performance Aluminum Pushrod Tubes, EA",9.49,00-4108-0
1134,Hardened Valve Lash Caps (8),10.87,00-4006-0
1135,Copper Head Gasket - 92mm .040 - set of 4 - 16-9529-0,24.68,16-9529-0
1136,94 CYL SHIMS .090 SET  21-7490-0,9.90,21-7490-0
1137,94 CYL SHIMS .060 SET  21-7460-0,9.90,21-7460-0
1138,94 CYL SHIMS .040 SET 21-7440-0,9.90,21-7440-0
1139,Oil Pump Assembly with Filter Attachment- For late dished cams,76.99,00-9207-7
1140,EMPI Billet Full Flow Oil Pump Cover,25.46,31-2942-0
1141,GASGACINCH Engine Sealant 4OZ BULK PACK (24 CANS),162.75,00-5124-0
1142,"PRE FILTER,RECT 2-1/2"",BLACK.   	43-6163-0",15.99,43-6163-0
1143,Chrome Air Cleaner for Solex - FOAM.    	00-9121-0,11.75,00-9121-0
1144,Chrome Air Cleaner for Solex - PAPER.    	00-9183-0,11.55,00-9183-0
1145,Black Rear Engine Tin with Heater Hose - No Heat Risers - 00-8936-0,22.99,00-8936-0
1146,Replacement Gauze Oil Filter - For EMPI Mini Sumps  17-2874-0,10.50,17-2874-0
1147,MINI SUMP GASKET for Sump Plate  17-2877-0,1.05,17-2877-0
1148,8 mm to 10 mm Oil Cooler Seals,2.31,00-9255-0
1149,94 CYL SHIMS .030 SET 21-7430-0,9.90,21-7430-0
1150,94 CYL SHIMS .020 SET  21-7420-0,9.90,21-7420-0
1151,94 CYL SHIMS .010 SET  21-7410-0,9.90,21-7410-0
1152,"12V Alternator Generator Pulley, GOLD ZINC - 00-9166-0",12.99,00-9166-0
1153,"STOCK SIZE ALUMINUM CRANK PULLEY,POLISHED     	00-9114-0",41.00,00-9114-0
1154,CRANKSHAFT INSTALLATION KIT,85.99,00-8105-0
1155,Polished Aluminum Coil Mount & Fuel Pump Block off.    	17-2926-0,39.36,17-2926-0
1156,Billet Type III Oil Block Off,7.21,16-9516-0
1157,"OIL GALLEY PLUG KIT,12 PCS.",14.32,16-9515-0
1158,"VW Lower Case STUD, 15-1600 Self Tapping",9.13,00-4025-0
1159,8MM DUAL PORT CHROMOLY CASE STUDS +12.7MM,46.55,00-4021-0
1160,Total Seal  94mm Gapless Piston Ring - 2nd Ring Only,119.57,98-1899-B
1161,Mahle Forged Piston & Cylinder Set 94 mm x 69mm Stroke,472.96,98-1994-B
1162,90.5/92 CYL SHIMS .090 SET  21-7076-0,9.90,21-7076-0
1163,90.5/92 CYL SHIMS .060 SET  21-7068-0,9.90,21-7068-0
1164,90.5/92 CYL SHIMS .040 SET 21-7050-0,9.90,21-7050-0
1165,90.5/92 CYL SHIMS .030 SET  21-7040-0,9.90,21-7040-0
1166,90.5/92 CYL SHIMS .020 SET,9.90,92-Shim-21-7030-0
1167,90.5/92 CYL SHIMS .010 SET 21-7020-0,9.90,21-7020-0
1168,Alternator / Generator Backing Tin 3PC. BLACK 00-9057-0,16.36,00-9057-0
1169,Stainless Steel Button Head Shroud Screws - 34 pieces,17.19,17-2960-0
1170,VW Type 1 5.400 H-Beam VW Journal Rods,264.53,00-8310-0
1171,VW 78 mm Stroker Crank Shaft - VW Journal - 4340 Chromoly,279.99,00-8181-0
1172,"High Temperature Oil Hose 1/2"" x 50'",142.99,00-9283-0
1173,"High Temperature Oil Hose 1/2"" x 25'",78.99,00-9282-0
1174,17/18/2000 CYL SHIMS .020 21-7520-0,11.99,21-7520-0
1175,17/18/2000 CYL SHIMS .040  21-7540-0,11.99,21-7540-0
1176,17/18/2000 CYL SHIMS .090  21-7590-0,11.99,21-7590-0
1177,Yellow & Chrome Engine Dress Up Kit,99.99,00-8655-0
1178,VW Type 1 5.500 H-Beam VW Journal Rods,264.53,00-8311-0
1179,VW Type 1 5.400 H-Beam Chevy Journal Rods,264.53,00-8320-0
1180,Empi Stock Style Dual Port End Kit (End Castings) 00-3238-0,89.99,00-3238-0
1181,EMPI 3.5 Quart Deep Sump for Type 1     	00-9143-0,142.59,00-9143-0
1182,VW Type 1 HD Stock 1:1 Rocker Arm Kit  17-2954-0,138.90,17-2954-0
1183,SPIRAL LOK Piston Wrist PIN RETAINERS (8)      	00-4069-0,5.99,00-4069-0
1184,VW Engine Shroud Screw Kit - Pack of 12,4.92,N107101
1185,Mahle Forged 85.5 MM Piston & Cylinder Kit,449.95,98-1985-B
1186,UNIV. 90+ NYLON FITTING.    	00-8998-0,1.99,00-8998-0
1187,Type 1 Oil Filter Adapter Mount    	16-1141-0,4.90,16-1141-0
1188,VW Type IV Rod Bearing Set - Standard,38.08,98-1582-B
1189,"Gauze Air Cleaner for 34 ICT, Type 3 & 4.    	00-9128-0",13.93,00-9128-0
1190,Copper Head Gasket - 94mm .050 - Set of 4 - 16-9533-0,24.68,16-9533-0
1191,"PREMIUM 1 5/8"" EXHAUST FLANGE GASKETS (4)",8.99,00-3632-0
1192,EMPI HD Aluminum Bubble Top Type 1 Engine Case - 94 mm Bore - 8 mm Studs,899.99,98-0454-B
1193,REPLACEMENT ELEMENT W/MESH.  	00-9133-0,5.20,00-9133-0
1194,"ROCKER STAND SHIM KIT,12 PCS",7.95,21-2310-0
1195,Racer Crankshaft Spacer,11.91,16-9522-0
1196,Black 36HP Fan Shroud With Heat Ducts,74.95,00-8671-0
1197,Full Flow Oil Pump for Flat Cam Engines,59.99,16-9702-0
1198,"Stainless Steel Valve, 35.5MM, EACH",9.99,98-1935-B
1199,EMPI Kadron Air Cleaner Kit - For  Dual Carburetors       	00-8801-0,32.13,00-8801-0
1200,HD Aluminum Type 1 Engine Case - 90.5 / 92 mm Bore - 8 mm Studs,899.99,98-0453-B
1201,EMPI 8852 C-Channel Valve Cover Hardware Kit,7.77,00-8897-0
1202,Mahle Forged Piston & Cylinder Set 92 x 82,472.96,98-1993-B
1203,TRU-ARC Piston Wrist PIN RETANERS (8),4.99,00-4068-0
1204,"BROACHED PULLEY BOLT, EA 16-6802",12.99,16-6802-0
1205,VW Valve Spring Retainer Locks (Set of 8 Pairs)   00-4044-0,7.46,00-4044-0
1206,"BREATHER FILTR,1/2"" W/SHIELD.    	00-9052-0",10.52,00-9052-0
1207,"Progressive Air Cleaner Clips, Small. 6 PCS.    	00-8686-0",4.15,00-8686-0
1208,"ALUMINUM OIL CAP, 3-STAR W/VENT",13.72,00-7903-0
1209,Progressive Carb Two-Stage Air Cleaner Adapter.   	00-9189-0,31.45,00-9189-0
1210,Dual Port Intake Manifold Gaskets - Paper Style,1.99,00-3251-0
1211,"EMPI I-BEAM ROD SET,5.500""CHEVY(4)",169.33,00-8351-0
1212,BLACK DOGHOUSE SHROUD    00-8672-0,69.99,00-8672-0
1213,BLACK DOGHOUSE SHROUD W/DUCT,67.77,00-8673-0
1214,CHR LOUVERED Air Cleaner For Solex Carbs 00-8674-0,18.99,00-8674-0
1215,"AIR CLEANR CLIPS, LARGE, 6 PCS.    	00-8685-0",7.77,00-8685-0
1216,Bolt On Sand Seal Pulley - Stock Size - 00-8688-0,46.99,00-8688-0
1217,SPACER FOR Crank & Gen PULLEYS PR. - 00-8688-6,7.49,00-8688-6
1218,Bolt On Sand Seal Power Pulley - 00-8693-0,52.99,00-8693-0
1219,"OVAL AIR CLEANER 40-48IDF 3 1/2""GZ.    	00-8714-0",25.55,00-8714-0
1220,BLACK 36HP FAN SHROUD.     	00-8670-0,66.55,00-8670-0
1221,CHROME LOUVERED BELT GUARD,23.57,00-8665-0
1222,BILLET ALUMINUM DIP STICK,12.99,00-8500-0
1223,"BULK PUSH ROD TUBE, EA.  311109335",2.00,311109335
1224,STAINLESS WINDAGE PUSHROD TUBE EA.,8.49,00-8530-0
1225,STAINLESS WINDAGE PUSHROD TUBES FOR VW TYPE 1 Engines (8),55.92,00-8530-1
1226,Oil Breather Tower w/ Shielded Filter,34.93,00-8540-0
1227,EMPI Oil Breather Box Kit,37.99,00-8544-0
1228,"CHROME ENGINE DRESS UP KIT, RED  00-8653-0",99.99,00-8653-0
1229,"CHROME ENGINE DRESS UP KIT, BLUE  00-8654-0",99.99,00-8654-0
1230,"GAUZE ELEMENT OVAL 7""x 4"" x 3 1/2"" 00-8734-0",16.99,00-8734-0
1231,"OVAL AIR CLEANER DCOE 3 1/2"" GAUZE.    	00-8737-0",35.00,00-8737-0
1232,BASIC CHROME ENGINE DRESS-UP KIT,12.95,00-8740-0
1233,"CHROME SINGLE PORT CYLINDER TINS, PR",38.79,00-8878-0
1234,CHROME 36HP FAN SHROUD,70.28,00-8882-0
1235,"BLACK DOGHOUSE TINS, 2 PCS.",29.40,00-8884-0
1236,CHROME DOGHOUSE FAN SHROUD,79.64,00-8887-0
1237,Chrome Doghouse Shroud with Heat Ducts,82.46,00-8890-0
1238,CHROME DOGHOUSE TINS 2PCS.,30.15,00-8896-0
1239,VW Type 1 Fan Hardware Kit,11.91,00-8898-0
1240,ALUMINUM BILLET OIL CAP For 8904 - 00-8899-0,13.99,00-8899-0
1241,BLACK CYLINDER COOL TIN PAIR - 00-8877-0,18.49,00-8877-0
1242,"Alternator / Generator Backing Cover, CLEAR 00-8869-0",12.99,00-8869-0
1243,DELUXE CHROME ENGINE DRESS-UP KIT 00-8741-0,36.99,00-8741-0
1244,COMPLETE CHROME ENGINE DRESS-UP KIT  	00-8742-0,122.57,00-8742-0
1245,Air Cleaner WEBER DFV-DFAV-DFEV.   	00-8809-0,15.33,00-8809-0
1246,"Alternator / Generator Backing Cover, RED 00-8848-0",12.99,00-8848-0
1247,"Alternator / Generator Backing Cover, BLUE 00-8849-0",9.10,00-8849-0
1248,"EMPI ""C-Channel"" VALVE COVERS PR.",69.93,00-8852-0
1249,CHROME MAGNETIC DRAIN PLUG,2.17,00-8856-0
1250,CHROME RAM AIR FAN SHROUD W/LIP,67.99,00-8857-0
1251,Polished Oil Filler w/ Vent.    	00-8904-0,12.25,00-8904-0
1252,VW Type 2 - Type 4 Exhaust Flange Gasket,2.10,00-3283-0
1253,8MM VW DUAL PORT CHROMOLY CASE STUDS STOCK LENGTH    	00-4020-0,43.99,00-4020-0
1254,Hi-Performance Push Rods (Set of 8) - 00-4033-0,54.25,00-4033-0
1255,"CHROMOLY 3/8 Push RODS, Cut to Length (Set of 8) - 00-4034-0",44.99,00-4034-0
1256,CHROMOLY PUSHRODS STOCK LENGTH (Set of 8) - 00-4035-0,44.99,00-4035-0
1257,Single High Rev High Performance Valve Springs VW Type 1 (Set of 8),28.74,00-4040-0
1258,VW Type 1 High Performance Dual Valve Springs (Set of 8),59.99,00-4037-0
1259,VW ROCKER ARM SHIMS .015 (8)  00-4055-0,5.00,00-4055-0
1260,VW ROCKER ARM SHIMS .030 (8)  00-4056-0,5.00,00-4056-0
1261,"DELUXE ENG HARDWARE KIT,10MM.     	00-4019-0",25.79,00-4019-0
1262,"DELUXE ENGINE HARDWARE KIT,8MM",26.99,00-4018-0
1263,HPMX CARB CASTING GASKET(2) - 00-3252-0,12.99,00-3252-0
1264,40-44 IDF / 40 DRLA Style Base Gaskets (pair) - 00-3315-0,2.49,00-3315-0
1265,48-51 IDA Style Base Gaskets (pair) - 00-3396-0,2.49,00-3396-0
1266,ISOLATED CARB GASKET For Holley Bug Spray / Zenith (2),1.33,00-3399-0
1267,DUAL PORT Installation KIT (BLK),15.96,00-3228-0
1268,"ENGINE COMPARTMENT SEAL,BEETLE SEDAN THRU 66     	00-3591-0",9.73,00-3591-0
1269,"10MM Chromoly VW DUAL PORT TYPE 1 HEAD STUDS, STOCK LENGTH",49.21,00-4009-0
1270,"VW CHROMOLY VALVE SPRING RETAINERS, Set of (8) 	00-4015-0",24.99,00-4015-0
1271,VW ROCKER ARM SHIMS .060 (8)  00-4057-0,5.00,00-4057-0
1272,VW Ball & Socket Swivel Feet Adjusters (8),20.93,00-4061-0
1273,8MM Extra Long Flywheel Dowel Pins      	00-8140-0,16.84,00-8140-0
1274,"76MM 4340 CRANKSHAFT,VW JOURNAL",275.99,00-8180-0
1275,"82MM 4340 CRANKSHAFT,VW JOURNAL",275.99,00-8182-0
1276,"78MM 4340 CRANKSHAFT,CHEVY JOURNAL",275.99,00-8186-0
1277,"82MM 4340 CRANKSHAFT,CHEVY JOURNAL - 00-8187-0",279.99,00-8187-0
1278,"84MM 4340 CRANKSHAFT,CHEVY JOURNAL",279.99,00-8188-0
1279,"EMPI H-BEAM ROD SET,5.500""CHEVY(4)",264.53,00-8321-0
1280,"EMPI H-BEAM ROD SET,5.700""CHEVY(4)",264.53,00-8323-0
1281,"74MM 4140 CRANKSHAFT,VW JOURNAL",249.99,00-8121-0
1282,69MM COUNTER-WEIGHTED CRANK,249.99,00-8120-0
1283,Angled Billet Oil Filler w/ Grooved Cap & Vent,27.62,00-7912-0
1284,VW Teflon Piston Wrist Pin Button Set 85.5MM.    00-4070-0,19.90,00-4070-0
1285,VW Teflon Piston Wrist Pin Button Set. 87/88mm.   	00-4071-0,19.90,00-4071-0
1286,VW Teflon Piston Wrist Pin Button Set 90.5MM(8)   00-4073-0,19.90,00-4073-0
1287,VW Teflon Piston Wrist Pin Button Set 92MM      00-4074-0,19.90,Wrist-Pin-Button-00-4074-0
1288,VW Teflon Piston Wrist Pin Button Set 94MM. 00-4075-0,19.90,00-4075-0
1289,"EMPI High Performance Aluminum Pushrod Tubes, Set of 8",67.75,00-4109-0
1290,EMPI High Performance Pushrod Tube O-RINGS FOR 4108/9 (Set 16),2.09,00-4110-0
1291,10MM Chromoly VW DUAL PORT TYPE 1 Head Studs +12.7MM      	00-4010-0,56.50,00-4010-0
1292,Black Type 1 Engine Pulley Tin,14.12,00-8935-0
1293,"TYPE 1 CAM BEARING SET, DOUBLE THRUST 111198541HD",19.99,111198541HD
1294,Engle Single Valve Spring Set - 6002,36.99,6002
1295,Engle Dual Valve Spring Set 6602,48.99,6602
1296,Scat Dual Valve Spring Set SCT-20179,58.93,20179
1297,Silverline Main Bearings for VW Type 1 Engines (Choose your Size),47.99,Silverline-Main-Bearings_1
1298,ENGINE CASE ADAPTER 8MM for Type 3 & Type 2 Mounting. 00-9148-0,11.90,00-9148-0
1299,Oil Filter Adapter - Ports Right     	00-9245-0,14.81,00-9245-0
1300,"HD Aluminum Type 1 Bubble Top Engine Case - 94 Bore, 10 mm Studs",899.99,98-0464-B
1301,REPLACEMENT SAND SEAL ONLY FOR 8688/93,5.11,00-8694-0
1302,REPLACEMENT SAND SEAL ASSEMBLY,10.15,00-8695-0
1303,"C-CHANNEL Valve Cover GASKETS FOR 8852, PR.",11.86,00-8868-0
1304,Neoprene Valve Cover GASKETS PR. 00-9088-0,9.50,00-9088-0
1305,Type 1 SLIP IN WINDAGE TRAY,13.46,00-9147-0
1306,REPLACEMENT FILTER FOR Oil Breather.   	00-8541-0,14.70,00-8541-0
1307,EXHAUST PORT GASKETS (4),7.99,00-3391-0
1308,Chrome  VW Beetle Alternator - Generator Pulley Kit,27.15,"9191,9119,111903131A"
1309,Stock VW Beetle Alternator - Generator Pulley Kit  DRE-Stock-Pulley-Kit,24.15,DRE-Stock-Pulley-Kit
1310,"Gasket, Oil Filler Cap (37x58MM) 111115487",2.00,111115487
1311,VW Type 1 and Type 4 Engine Mounting Bolt - 10mm x 1.5 - N104707,1.99,N104707
1312,VW Type 1 and Type 4 Engine Starter Bolt - 10mm x 1.5 - 111-199-101,3.29,111-199-101
1313,VW Type 4 Engine Gasket Kit for Porsche 914 & VW Bus 1.7 021-198-009B 411 412,76.99,021-198-009B
1314,CHROME GENERATOR/ALTERNATOR STRAP 12 VOLT for VW TYPE 1 ENGINES   00-8903-7,6.50,00-8903-7
1315,"TYPE 1 CAM BEARING SET, STANDARD THRUST 111198541",15.99,111198541T
1316,12 VOLT ALTERNATOR / GENERATOR STAND   00-9194-0,18.45,00-9194-0
1317,"ENGINE COMPARTMENT SEAL,BEETLE SEDAN 1967 - 1974       	111-813-705D",12.99,111-813-705D
1318,Engine Seal Over Bell Housing for 1950 - 1979 VW Beetle       	111813741G,9.99,111813741G
1319,"Boot, Intake Manifold 113129729B",4.99,113129729B
1320,Dual Port Intake Installation Kit for VW Type 1 Engines    	00-3230-0,9.99,00-3230-0
1321,Engine Compartment Seal for Beetle Sedan with Fuel Injection 1975 - 1979      	133-705,24.50,133-705
1322,"Hex Nut, Cylinder Head (8MM with 15 mm Socket) 43101457",1.25,43101457
1323,Oil Cap 111115485,4.99,111115485
1324,NGK 2120 12 mm 3/4 inch Reach Spark Plugs for Performance Type 1 Cylinder Heads,15.99,4@ 2120
1325,Bosch 7902 14 mm 1/2 Inch Reach Spark Plugs - Pack of 4,13.99,7902-4
1326,3 PIECE  STAINLESS LOUVERED FIREWALL - 62-3020-0,52.99,62-3020-0
1327,3PC STAINLESS FIREWALL,49.77,62-3030-0
1328,"Cooling Fan (1 7/16"" - 36.51MM Thick) 113119031B",19.99,113119031B
1329,Bug Pack Heavy Duty Aluminum Cut to Length Pushrods (set of 8),97.90,B4-0540-0
1330,Stock Steel Cam Plug for Engine Case with Groove      	113101157C,2.99,113101157C
1331,"Billet Oil Cooler Block Off, for Type 1",26.53,17-2946-0
1332,Stock Steel Pushrod Tubes for VW Type 1 Engines (Set of 8)     	311109335,16.99,311109335 x8
1333,"Seal, Oil Cooler 311117151A",1.25,311117151A
1334,SCAT Sand Seal Replacement SCT - 80173,7.41,80173
1335,Firewall Insulation Kit - 5mm Thick - Fits 1954-1979 Type 1 - 98-1062-B,64.99,98-1062-B
1336,REPLACEMENT FAN ONLY F/9292/93 - 00-9296-0,66.99,00-9296-0
