,title,price
1918,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1919,Shipping $295,295.00
1920,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1921,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1922,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1923,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1924,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1925,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1926,2-Prong Brake Light Switch,7.15
1927,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1928,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1929,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1930,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1931,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1932,6v Starter to 12v Trans Starter Bushing,4.92
1933,"Double Straps 14”, Pair",26.58
1934,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1935,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1936,Chrome Stock Style Oil Filler Cap,2.92
1937,CHROME ENGINE BREAST PLATE,10.42
1938,BLACK ENGINE BREAST PLATE,9.92
1939,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1940,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1941,Speedo & Other Instruments Bulb Holder,3.25
1942,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1943,"PRO-VELOCITY STACK COVER, PR",24.92
1944,FUEL GAUGE VIBRATOR STABILIZER,26.73
1945,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1946,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1947,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1948,"MAIN BEARING SET, .50/.25",43.25
1949,Mini Top White,312.50
1950,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1951,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1952,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1953,Shipping $295,295.00
1954,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1955,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1956,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1957,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1958,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1959,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1960,2-Prong Brake Light Switch,7.15
1961,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1962,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1963,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1964,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1965,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1966,6v Starter to 12v Trans Starter Bushing,4.92
1967,"Double Straps 14”, Pair",26.58
1968,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1969,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1970,Chrome Stock Style Oil Filler Cap,2.92
1971,CHROME ENGINE BREAST PLATE,10.42
1972,BLACK ENGINE BREAST PLATE,9.92
1973,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1974,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1975,Speedo & Other Instruments Bulb Holder,3.25
1976,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1977,"PRO-VELOCITY STACK COVER, PR",24.92
1978,FUEL GAUGE VIBRATOR STABILIZER,26.73
1979,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1980,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1981,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1982,"MAIN BEARING SET, .50/.25",43.25
1983,Mini Top White,312.50
1984,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1985,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1986,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1987,Shipping $295,295.00
1988,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1989,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1990,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1991,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1992,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1993,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1994,2-Prong Brake Light Switch,7.15
1995,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1996,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1997,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1998,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1999,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2000,6v Starter to 12v Trans Starter Bushing,4.92
2001,"Double Straps 14”, Pair",26.58
2002,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2003,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2004,Chrome Stock Style Oil Filler Cap,2.92
2005,CHROME ENGINE BREAST PLATE,10.42
2006,BLACK ENGINE BREAST PLATE,9.92
2007,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2008,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2009,Speedo & Other Instruments Bulb Holder,3.25
2010,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2011,"PRO-VELOCITY STACK COVER, PR",24.92
2012,FUEL GAUGE VIBRATOR STABILIZER,26.73
2013,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2014,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2015,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2016,"MAIN BEARING SET, .50/.25",43.25
2017,Mini Top White,312.50
2018,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2019,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2020,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2021,Shipping $295,295.00
2022,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2023,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2024,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2025,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2026,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2027,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2028,2-Prong Brake Light Switch,7.15
2029,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2030,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2031,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2032,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2033,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2034,6v Starter to 12v Trans Starter Bushing,4.92
2035,"Double Straps 14”, Pair",26.58
2036,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2037,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2038,Chrome Stock Style Oil Filler Cap,2.92
2039,CHROME ENGINE BREAST PLATE,10.42
2040,BLACK ENGINE BREAST PLATE,9.92
2041,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2042,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2043,Speedo & Other Instruments Bulb Holder,3.25
2044,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2045,"PRO-VELOCITY STACK COVER, PR",24.92
2046,FUEL GAUGE VIBRATOR STABILIZER,26.73
2047,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2048,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2049,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2050,"MAIN BEARING SET, .50/.25",43.25
2051,Mini Top White,312.50
2052,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2053,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2054,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2055,Shipping $295,295.00
2056,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2057,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2058,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2059,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2060,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2061,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2062,2-Prong Brake Light Switch,7.15
2063,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2064,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2065,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2066,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2067,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2068,6v Starter to 12v Trans Starter Bushing,4.92
2069,"Double Straps 14”, Pair",26.58
2070,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2071,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2072,Chrome Stock Style Oil Filler Cap,2.92
2073,CHROME ENGINE BREAST PLATE,10.42
2074,BLACK ENGINE BREAST PLATE,9.92
2075,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2076,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2077,Speedo & Other Instruments Bulb Holder,3.25
2078,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2079,"PRO-VELOCITY STACK COVER, PR",24.92
2080,FUEL GAUGE VIBRATOR STABILIZER,26.73
2081,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2082,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2083,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2084,"MAIN BEARING SET, .50/.25",43.25
2085,Mini Top White,312.50
2086,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2087,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2088,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2089,Shipping $295,295.00
2090,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2091,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2092,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2093,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2094,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2095,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2096,2-Prong Brake Light Switch,7.15
2097,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2098,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2099,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2100,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2101,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2102,6v Starter to 12v Trans Starter Bushing,4.92
2103,"Double Straps 14”, Pair",26.58
2104,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2105,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2106,Chrome Stock Style Oil Filler Cap,2.92
2107,CHROME ENGINE BREAST PLATE,10.42
2108,BLACK ENGINE BREAST PLATE,9.92
2109,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2110,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2111,Speedo & Other Instruments Bulb Holder,3.25
2112,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2113,"PRO-VELOCITY STACK COVER, PR",24.92
2114,FUEL GAUGE VIBRATOR STABILIZER,26.73
2115,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2116,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2117,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2118,"MAIN BEARING SET, .50/.25",43.25
2119,Mini Top White,312.50
2120,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2121,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2122,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2123,Shipping $295,295.00
2124,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2125,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2126,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2127,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2128,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2129,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2130,2-Prong Brake Light Switch,7.15
2131,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2132,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2133,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2134,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2135,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2136,6v Starter to 12v Trans Starter Bushing,4.92
2137,"Double Straps 14”, Pair",26.58
2138,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2139,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2140,Chrome Stock Style Oil Filler Cap,2.92
2141,CHROME ENGINE BREAST PLATE,10.42
2142,BLACK ENGINE BREAST PLATE,9.92
2143,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2144,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2145,Speedo & Other Instruments Bulb Holder,3.25
2146,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2147,"PRO-VELOCITY STACK COVER, PR",24.92
2148,FUEL GAUGE VIBRATOR STABILIZER,26.73
2149,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2150,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2151,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2152,"MAIN BEARING SET, .50/.25",43.25
2153,Mini Top White,312.50
2154,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2155,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2156,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2157,Shipping $295,295.00
2158,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2159,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2160,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2161,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2162,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2163,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2164,2-Prong Brake Light Switch,7.15
2165,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2166,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2167,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2168,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2169,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2170,6v Starter to 12v Trans Starter Bushing,4.92
2171,"Double Straps 14”, Pair",26.58
2172,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2173,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2174,Chrome Stock Style Oil Filler Cap,2.92
2175,CHROME ENGINE BREAST PLATE,10.42
2176,BLACK ENGINE BREAST PLATE,9.92
2177,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2178,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2179,Speedo & Other Instruments Bulb Holder,3.25
2180,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2181,"PRO-VELOCITY STACK COVER, PR",24.92
2182,FUEL GAUGE VIBRATOR STABILIZER,26.73
2183,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2184,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2185,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2186,"MAIN BEARING SET, .50/.25",43.25
2187,Mini Top White,312.50
2188,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2189,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2190,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2191,Shipping $295,295.00
2192,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2193,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2194,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2195,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2196,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2197,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2198,2-Prong Brake Light Switch,7.15
2199,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2200,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2201,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2202,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2203,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2204,6v Starter to 12v Trans Starter Bushing,4.92
2205,"Double Straps 14”, Pair",26.58
2206,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2207,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2208,Chrome Stock Style Oil Filler Cap,2.92
2209,CHROME ENGINE BREAST PLATE,10.42
2210,BLACK ENGINE BREAST PLATE,9.92
2211,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2212,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2213,Speedo & Other Instruments Bulb Holder,3.25
2214,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2215,"PRO-VELOCITY STACK COVER, PR",24.92
2216,FUEL GAUGE VIBRATOR STABILIZER,26.73
2217,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2218,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2219,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2220,"MAIN BEARING SET, .50/.25",43.25
2221,Mini Top White,312.50
2222,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2223,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2224,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2225,Shipping $295,295.00
2226,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2227,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2228,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2229,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2230,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2231,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2232,2-Prong Brake Light Switch,7.15
2233,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2234,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2235,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2236,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2237,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2238,6v Starter to 12v Trans Starter Bushing,4.92
2239,"Double Straps 14”, Pair",26.58
2240,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2241,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2242,Chrome Stock Style Oil Filler Cap,2.92
2243,CHROME ENGINE BREAST PLATE,10.42
2244,BLACK ENGINE BREAST PLATE,9.92
2245,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2246,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2247,Speedo & Other Instruments Bulb Holder,3.25
2248,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2249,"PRO-VELOCITY STACK COVER, PR",24.92
2250,FUEL GAUGE VIBRATOR STABILIZER,26.73
2251,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2252,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2253,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2254,"MAIN BEARING SET, .50/.25",43.25
2255,Mini Top White,312.50
2256,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2257,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2258,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2259,Shipping $295,295.00
2260,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2261,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2262,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2263,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2264,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2265,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2266,2-Prong Brake Light Switch,7.15
2267,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2268,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2269,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2270,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2271,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2272,6v Starter to 12v Trans Starter Bushing,4.92
2273,"Double Straps 14”, Pair",26.58
2274,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2275,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2276,Chrome Stock Style Oil Filler Cap,2.92
2277,CHROME ENGINE BREAST PLATE,10.42
2278,BLACK ENGINE BREAST PLATE,9.92
2279,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2280,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2281,Speedo & Other Instruments Bulb Holder,3.25
2282,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2283,"PRO-VELOCITY STACK COVER, PR",24.92
2284,FUEL GAUGE VIBRATOR STABILIZER,26.73
2285,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2286,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2287,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2288,"MAIN BEARING SET, .50/.25",43.25
2289,Mini Top White,312.50
2290,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2291,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2292,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2293,Shipping $295,295.00
2294,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2295,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2296,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2297,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2298,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2299,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2300,2-Prong Brake Light Switch,7.15
2301,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2302,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2303,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2304,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2305,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2306,6v Starter to 12v Trans Starter Bushing,4.92
2307,"Double Straps 14”, Pair",26.58
2308,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2309,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2310,Chrome Stock Style Oil Filler Cap,2.92
2311,CHROME ENGINE BREAST PLATE,10.42
2312,BLACK ENGINE BREAST PLATE,9.92
2313,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2314,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2315,Speedo & Other Instruments Bulb Holder,3.25
2316,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2317,"PRO-VELOCITY STACK COVER, PR",24.92
2318,FUEL GAUGE VIBRATOR STABILIZER,26.73
2319,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2320,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2321,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2322,"MAIN BEARING SET, .50/.25",43.25
2323,Mini Top White,312.50
2324,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2325,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2326,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2327,Shipping $295,295.00
2328,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2329,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2330,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2331,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2332,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2333,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2334,2-Prong Brake Light Switch,7.15
2335,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2336,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2337,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2338,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2339,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2340,6v Starter to 12v Trans Starter Bushing,4.92
2341,"Double Straps 14”, Pair",26.58
2342,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2343,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2344,Chrome Stock Style Oil Filler Cap,2.92
2345,CHROME ENGINE BREAST PLATE,10.42
2346,BLACK ENGINE BREAST PLATE,9.92
2347,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2348,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2349,Speedo & Other Instruments Bulb Holder,3.25
2350,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2351,"PRO-VELOCITY STACK COVER, PR",24.92
2352,FUEL GAUGE VIBRATOR STABILIZER,26.73
2353,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2354,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2355,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2356,"MAIN BEARING SET, .50/.25",43.25
2357,Mini Top White,312.50
2358,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
